2276
qstr_{reg61}.0{reg62} {reg61}.0{reg62}
qstr_{s9}_wants_you_to_fo {s9}_wants_you_to_follow_{reg0?her:his}_army_until_further_notice.
qstr_{s8}_of_{s9} {s8}_of_{s9}
qstr_liege liege
qstr_former_liege former_liege
qstr_affiliate affiliate
qstr_former_companion former_companion
qstr_marshall marshall
qstr_vassal vassal
qstr__Your_own_banner_fli _Your_own_banner_flies_over_the_castle_gate.
qstr__You_see_the_banner_ _You_see_the_banner_of_your_{s11}_{s7}_over_the_castle_gate.
qstr__You_see_the_banner_o _You_see_the_banner_of_{s7}_over_the_castle_gate.
qstr__Your_own_banner_flie _Your_own_banner_flies_over_the_town_gates.
qstr__You_see_the_banner_of _You_see_the_banner_of_your_{s11}_{s7}_over_the_town_gates.
qstr__You_see_the_banner_of_ _You_see_the_banner_of_{s7}_over_the_town_gates.
qstr_The_{reg6?town_s:cas The_{reg6?town's:castle's}_food_stores_should_last_for_{reg3}_more_days.
qstr_The_{reg6?town_s:cast The_{reg6?town's:castle's}_food_stores_have_run_out_and_the_defenders_are_starving.
qstr_You_re_preparing_to_ You're_preparing_to_attack_the_walls,_the_work_should_finish_in_{reg9}_hours.
qstr_Your_forces_are_buil Your_forces_are_building_a_siege_tower._They_estimate_another_{reg9}_hours_to_complete_the_build.
qstr_You_are_ready_to_att You_are_ready_to_attack_the_walls_at_any_time.
qstr_The_siege_tower_is_b The_siege_tower_is_built_and_ready_to_make_an_assault.
qstr_As_a_last_defensive_ As_a_last_defensive_effort,_you_retreat_to_the_main_hall_of_the_keep._You_and_your_remaining_soldiers_will_put_up_a_desperate_fight_here._If_you_are_defeated,_there's_no_other_place_to_fall_back_to.
qstr_You_ve_been_driven_a You've_been_driven_away_from_the_walls._Now_the_attackers_are_pouring_into_the_streets._IF_you_can_defeat_them,_you_can_perhaps_turn_the_tide_and_save_the_day.
qstr_You_ve_breached_the_ You've_breached_the_town_walls,_but_the_stubborn_defenders_continue_to_resist_you_in_the_streets!_You'll_have_to_deal_with_them_before_you_can_attack_the_keep_at_the_heart_of_the_town.
qstr_The_town_centre_is_y The_town_centre_is_yours,_but_the_remaining_defenders_have_retreated_to_the_castle._It_must_fall_before_you_can_complete_your_victory.
qstr_The_remaining_defend The_remaining_defenders_have_retreated_to_the_castle_as_a_last_defense._You_must_go_in_and_crush_any_remaining_resistance.
qstr_However_since_you_ar However,_since_you_are_not_a_sworn_{man/follower}_of_{s9},_there_is_no_chance_{reg0?she:he}_would_recognize_you_as_the_{lord/lady}_of_this_{reg8?town:castle}.
qstr_The_enemy_has_been_f The_enemy_has_been_forced_to_retreat._The_assault_is_over,_but_the_siege_continues.
qstr_As_you_approach_you_ As_you_approach,_you_are_spotted_by_the_castle_guards,_who_welcome_you_and_open_the_gates_for_their_{s10}.
qstr_As_you_approach_you_a As_you_approach,_you_are_spotted_by_the_castle_guards,_who_welcome_you_and_open_the_gates_for_their_sovereign.
qstr_As_you_approach_you_ar As_you_approach,_you_are_spotted_by_the_castle_guards,_who_welcome_you_and_open_the_gates_for_their_{lord/lady}.
qstr_{!}Prosperity:_{reg4 {!}Prosperity:_{reg4}
qstr__This_village_and_th _This_village_and_the_surrounding_lands_belong_to_you.
qstr__You_remember_that_t _You_remember_that_this_village_and_the_surrounding_lands_belong_to_your_{s11}_{s7}.
qstr__You_remember_that_th _You_remember_that_this_village_and_the_surrounding_lands_belong_to_{s7}.
qstr__These_lands_belong_ _These_lands_belong_to_no_one.
qstr_{!}_{s3}__{reg9}_. {!}_{s3}_({reg9}).
qstr__The_village_is_infe _The_village_is_infested_by_{reg8}_{s35}.
qstr__The_peasants_hired_ _The_peasants_hired_mercenaries_and_are_rebelling_against_you.
qstr__The_village_has_bee _The_village_has_been_looted._A_handful_of_souls_scatter_as_you_pass_through_the_burnt_out_houses.
qstr__The_village_is_bein _The_village_is_being_raided.
qstr_You_and_your_men_per You_and_your_men_persuaded_{reg1}_villagers_to_join_you.
qstr_When_the_villagers_s When_the_villagers_see_you_and_your_men_approach,_they_take_off_as_quick_as_they_can._It_was_fast_enough_to_escape_you.
qstr_You_have_no_room_lef You_have_no_room_left_in_your_party.
qstr_No_one_here_seems_to No_one_here_seems_to_be_willing_to_join_you.
qstr_One_{s3}_volunteers_ One_{s3}_volunteers_to_follow_you.
qstr_{reg5}_{s3}_voluntee {reg5}_{s3}_volunteer_to_follow_you,_as_well_as_{reg3}_barracks-trained_{s4}.
qstr_{reg5}_{s3}_volunteer {reg5}_{s3}_volunteer_to_follow_you.
qstr_Try_as_you_might_you Try_as_you_might,_you_could_not_defeat_the_bandits._Infuriated,_they_raze_the_village_to_the_ground_to_punish_the_peasants,_and_then_leave_the_burning_wasteland_behind_to_find_greener_pastures_to_plunder.
qstr_village village
qstr_town town
qstr_castle castle
qstr_{!}{s0} {!}{s0}
qstr_{!}{s18}_{s0} {!}{s18},_{s0}
qstr_The_{s17}_has_no_imp The_{s17}_has_no_improvements.
qstr_The_{s17}_has_the_fo The_{s17}_has_the_following_improvements:{s18}.
qstr_The_assasins_beat_yo The_assasins_beat_you_down_and_leave_you_for_dead._.
qstr_You_have_fallen._The You_have_fallen._The_bandits_quickly_search_your_body_for_every_coin_they_can_find,_then_vanish_into_the_night._They_have_left_you_alive,_if_only_barely.
qstr_Luckily_some_of_your Luckily_some_of_your_companions_come_to_search_for_you_when_you_do_not_return,_and_find_you_lying_by_the_side_of_the_road._They_hurry_you_to_safety_and_dress_your_wounds.
qstr_Luckily_some_passing Luckily_some_passing_townspeople_find_you_lying_by_the_side_of_the_road,_and_recognise_you_as_something_other_than_a_simple_beggar._They_carry_you_to_the_nearest_inn_and_dress_your_wounds.
qstr_You_fail_to_steal_an You_fail_to_steal_any_cattle.
qstr_You_drive_away_{reg1 You_drive_away_{reg17}_{reg12?heads:head}_of_cattle_from_the_village's_herd.
qstr_{!}DEBUG____Prosperi {!}DEBUG_--_Prosperity:_{reg4}
qstr_You_are_at_{s2}. You_are_at_{s2}.
qstr__This_castle_has_no_ _This_castle_has_no_garrison.
qstr__The_banner_of_your_ _The_banner_of_your_{s11}_{s7}_flies_over_the_town_gates.
qstr__This_town_has_no_ga _This_town_has_no_garrison.
qstr__You_have_successful _You_have_successfully_sneaked_in.
qstr_{s13}_A_tournament_w {s13}_A_tournament_will_be_held_here_soon.
qstr_{!}DEBUG___Current_t {!}DEBUG_-_Current_town_is_{s3},_but_also_checking_{s4}
qstr___{reg1}_denars_per_ _({reg1}_denars_per_night)
qstr_Moreover_you_earn_{r Moreover,_you_earn_{reg8}_denars_from_the_clever_bets_you_placed_on_yourself...
qstr_Victory_is_yours!_Yo Victory_is_yours!_You_have_won_this_melee,_but_now_you_must_prepare_yourself_for_the_next_round._
qstr_You_have_been_bested You_have_been_bested_in_this_melee,_but_the_master_of_ceremonies_declares_a_recognition_of_your_skill_and_bravery,_allowing_you_to_take_part_in_the_next_round._
qstr_{!}{s11}^{s12} {!}{s11}^{s12}
qstr_You_were_beaten._The You_were_beaten._The_peasants_are_heartened_by_their_success,_but_the_lesson_you_wanted_to_teach_them_probably_didn't_get_through...
qstr_After_beating_your_l After_beating_your_last_opponent,_you_explain_to_the_peasants_how_to_better_defend_themselves_against_such_an_attack._Hopefully_they'll_take_the_experience_on_board_and_will_be_prepared_next_time.
qstr_The_bandits_are_brok The_bandits_are_broken!_Those_few_who_remain_alive_and_conscious_run_off_with_their_tails_between_their_legs,_terrified_of_the_peasants_and_their_new_champion.
qstr_You_should_leave_15_ You_should_leave_15_men_behind_to_guard_your_ship,_otherwise_it_might_get_stolen.
qstr_There_is_no_port_in_ There_is_no_port_in_the_surrounding_area.
qstr_You_need_at_least_a_ You_need_at_least_a_30_men_crew_to_send_the_ship_to_a_town
qstr_Your_crew_exceeds_th Your_crew_exceeds_the_boundaries.
qstr_{!}DEBUG___{s1} {!}DEBUG_-_{s1}
qstr_However_{reg3?You_ar However,_{reg3?You_are:{s1}_is}_unable_to_find_any_trade_goods_that_would_bring_a_profit.
qstr_^Buying_{s4}_here_an ^Buying_{s4}_here_and_selling_it_at_{s5}_would_bring_a_profit_of_{reg6}_denars_per_item.{s3}
qstr_{reg3?You_find:{s1}_ {reg3?You_find:{s1}_finds}_out_the_following:^{s3}
qstr_{s2}^{reg1}_{s1}_ear {s2}^{reg1}_{s1}_earned_{reg0}_experience.
qstr_{s2}^{s1}_earned_an_ {s2}^{s1}_earned_an_additional_{reg0}_experience.
qstr_^You_earned_{reg0}_e ^You_earned_{reg0}_experience.{s2}
qstr_The_training_didn_t_ The_training_didn't_go_well_at_all.
qstr_The_training_didn_t_g The_training_didn't_go_very_well.
qstr_The_training_went_qu The_training_went_quite_well.
qstr_The_training_went_ve The_training_went_very_well.
qstr_The_training_went_pe The_training_went_perfectly.
qstr_{s13}_asked_you_to_r {s13}_asked_you_to_report_to_{reg4?her:him}_with_at_least_{reg13}_troops.
qstr_{s13}_ordered_you_to {s13}_ordered_you_to_join_the_assault_against_{s14}.
qstr_Find_and_speak_with_ Find_and_speak_with_{s3}_of_{s4}_to_give_{reg4?her:him}_your_oath_of_homage.
qstr_There_has_been_an_al There_has_been_an_alleged_border_incident:_{s9}
qstr_{!}{s11}{s12} {!}{s11}{s12}
qstr_{!}DEBUG____Hours_si {!}DEBUG_--_Hours_since_last_feast_started:_{reg4}
qstr_{s1}_and_{s0} {s1}_and_{s0}
qstr_{s1}_{s0} {s1},_{s0}
qstr_^^Note_that_so_long_ ^^Note_that_so_long_as_you_remain_marshal,_the_lords_of_the_realm_will_be_expecting_you_to_lead_them_on_campaign._So,_if_you_are_awaiting_a_feast,_either_for_a_wedding_or_for_other_purposes,_you_may_wish_to_resign_the_marshalship_by_speaking_to_your_liege.
qstr_^^{s50} ^^{s50}
qstr_Try_as_you_might_you_ Try_as_you_might,_you_could_not_defeat_the_rebelling_village.
qstr_positive positive
qstr_negative negative
qstr_{s11}^^_The_current_ {s11}^^_The_current_garrison_consists_of_{reg5}_men.^The_food_stock_lasts_for_{reg6}_days.
qstr_^^Additional_the_fol ^^Additional_the_following_parties_are_currently_inside:^
qstr_{s12}_{s3}_with_{reg {s12}_{s3}_with_{reg1}_troops.^
qstr_{playername}_^^I_alw {playername},_^^I_always_knew_you_were_a_bad_egg,_since_the_day_you_have_pledged_allegiance_to_my_clan._^Did_you_really_think_you_could_set_my_family_against_me?_You've_dropped_your_mask,_you_snake!_You_are_an_infliction,_and_I_will_not_bear_it_anymore._^Hereby,_I_disown_and_ban_you_from_my_house._I_have_urged_my_family_to_fight_you,_and_I_will_warn_Calradia_lords_about_your_infamy._^Tremble_with_fear,_you_have_a_deadly_enemy!_^^{s9}.
qstr_{playername}^^_I_ve_ {playername},^^_I've_received_a_letter_from_{s9},_telling_me_about_your_disgraceful_jiggery-pokery._In_the_present_circumstances,_{s9}_could_not_provide_evidence._But_unlike_you,_{reg1?she:he}_is_a_distinguished_member_of_my_family;_and_since_all_these_years,_I_never_had_any_reason_to_distrust_{reg1?her:him}._I_take_{reg1?her:him}_charges_for_granted._^Hopefully,_you_failed_to_breakup_my_family_unit._Hereby_I_reject_your_pledge_:_you_are_no_longer_related_to_my_house._Each_membership_will_retaliate_against_you_in_all_conscience..._^I_would_be_ashamed_to_confess_how_you_maliciously_fooled_me,_so_I_will_not_challenge_you,_to_not_be_accountable_for_your_death_to_my_{s11}._However_I'm_not_used_to_telling_{reg0?her:him}_about_every_rat_I_crush_in_the_wilderness,_and_someday_I_may_find_you_there_!_^^{s10}
qstr_{!}{s0}^^_WARNING:_U {!}{s0}^^_WARNING:_Unexpected_version_value_in_slot_dplmc_slot_troop_affiliated_in_trp_dplmc_chamberlain:_{reg0}
qstr_{!}{s0}^^_DEBUG:_Int {!}{s0}^^_DEBUG:_Internal_update_code_for_current_saved_game_is_{reg0}.__Update_code_for_the_current_release_is_111127.
qstr_{playername} {playername}
qstr_Troops:_{reg1} Troops:_{reg1}
qstr_Prosperity_Report^ Prosperity_Report^
qstr_Total Total
qstr_{s0}^{s1}_Average_To {s0}^{s1}_Average_Town_Prosperity:_{reg0}
qstr_{s0}^{s1}_towns_with {s0}^{s1}_towns_with_prosperity_80-100:_{reg0}
qstr_{s0}^{s1}_towns_with_ {s0}^{s1}_towns_with_prosperity_60-79:_{reg0}
qstr_{s0}^{s1}_towns_with_p {s0}^{s1}_towns_with_prosperity_40-59:_{reg0}
qstr_{s0}^{s1}_towns_with_pr {s0}^{s1}_towns_with_prosperity_20-39:_{reg0}
qstr_{s0}^{s1}_towns_with_pro {s0}^{s1}_towns_with_prosperity_0-19:_{reg0}
qstr_{!}{s0}^ {!}{s0}^
qstr_{s0}^{s1}_Average_Vi {s0}^{s1}_Average_Village_Prosperity:_{reg0}
qstr_{s0}^{s1}_villages_w {s0}^{s1}_villages_with_prosperity_80-100:_{reg0}
qstr_{s0}^{s1}_villages_wi {s0}^{s1}_villages_with_prosperity_60-79:_{reg0}
qstr_{s0}^{s1}_villages_wit {s0}^{s1}_villages_with_prosperity_40-59:_{reg0}
qstr_{s0}^{s1}_villages_with {s0}^{s1}_villages_with_prosperity_20-39:_{reg0}
qstr_{s0}^{s1}_villages_with_ {s0}^{s1}_villages_with_prosperity_0-19:_{reg0}
qstr_You_now_own_a_ship_a You_now_own_a_ship_and_can_disembark_from_this_town.
qstr_There_is_no_room_for There_is_no_room_for_any_further_ships_in_this_harbor.
qstr_You_don_t_have_enoug You_don't_have_enough_money_to_buy_a_ship.
qstr_You_don_t_own_a_ship You_don't_own_a_ship_or_your_crew_exceeds_the_boundaries.
qstr_{s3}^You_have_{reg1} {s3}^You_have_{reg1}_ships_in_{s2}.
qstr_Choose_{s1} Choose_{s1}
qstr_Your_crew_is_either_ Your_crew_is_either_too_small_or_too_large.
qstr_^You_are_currently_r ^You_are_currently_rank_{reg21}_of_{reg22}_participants.
qstr_^{reg1}%_Difficulty ^{reg1}%_Difficulty
qstr_denars denars
qstr_denar denar
qstr_{reg32}_{s27}_that_y {reg32}_{s27}_that_you_will_earn_{reg31}_{s28}_this_round.
qstr_You_have_not_placed_ You_have_not_placed_a_bet_for_this_round.
qstr_DEBUG__TPE_:_tpe_ran DEBUG_(TPE):_tpe_ranking_array,_slot_#{reg1}_=_{s1}
qstr_DEBUG__TPE_:_{s1}_pl DEBUG_(TPE):_{s1}_placed_in_slot_#{reg1}_for_tournament.__TPE_1.3
qstr_DEBUG__TPE_:_{s1}_pla DEBUG_(TPE):_{s1}_placed_in_slot_#{reg1}_for_tournament.__TPE_2.0
qstr_DEBUG__TPE_:_Discove DEBUG_(TPE):_Discovered_invalid_troop.__Replaced_with_{s1}_in_slot_{reg0}.
qstr_DEBUG__TPE_:_Entry_# DEBUG_(TPE):_Entry_#{reg2}_/_Team_#{reg1}_=_{s1}
qstr_Quest_ended_due_to_t Quest_ended_due_to_tournament_system_quests_being_disabled.
qstr_You_have_deserted_an You_have_deserted,_and_are_now_wanted!
qstr_You_have_a_bad_feeli You_have_a_bad_feeling_about_your_ship_{s1}.
qstr_You_caught_some_fish You_caught_some_fish.
qstr_Due_to_insufficient_ Due_to_insufficient_space,_you_had_to_throw_the_fish_back_into_the_ocean
qstr_All_you_caught_were_ All_you_caught_were_some_seaweeds.
qstr_You_missed_the_deadl You_missed_the_deadline_to_pay_back_your_debts_in_{s1}._They_now_grow_at_an_interest_of_50%.
qstr_Your_debt_in_{s1}_is Your_debt_in_{s1}_is_now_so_high_that_the_King_himself_has_taken_notice._He_has_frozen_your_debt,_but_is_displeased_with_the_situation.
qstr_Breaking_camp... Breaking_camp...
qstr_{!}{s3}_commander_of {!}{s3}_commander_of_party_#{reg4}_which_is_not_his_troop_leaded_party_{reg5}
qstr_{!}_Commanded_party_ {!}_Commanded_party_#{reg4}_is_{s3},_troop_leaded_party_#{reg5}_is_{s65}
qstr_{!}DEBUG____Doing_po {!}DEBUG_--_Doing_political_calculations_for_{s9}
qstr_{!}DEBUG___{s4}_faction_chan {!}DEBUG_-_{s4}_faction_changed_in_defection
qstr_{!}{s4} {!}{s4}
qstr_{s5}_has_decided_to_ {s5}_has_decided_to_grant_{s4}_to_another_lord_of_the_{s7}.
qstr_{!}DEBUG___{s4}_is_i {!}DEBUG_-_{s4}_is_in_{s5},_should_be_in_{s6},_disabling_political_cheat_mode
qstr_A_livestock_epidemic A_livestock_epidemic_has_killed_{reg4}_cattle_in_{s4}.
qstr_{!}DEBUG_:_tax_rate_ {!}DEBUG_:_tax_rate_in_{s6}:_{reg0}
qstr_{!}DEBUG_:_accumulat {!}DEBUG_:_accumulated_rents__in_{s6}:_{reg0}
qstr_{!}DEBUG_:_rent_chan {!}DEBUG_:_rent_change_in_{s6}:_{reg0}__in_{s6}
qstr_{!}DEBUG_:_tax_rate_a {!}DEBUG_:_tax_rate_after_modi_in_{s6}:_{reg0}
qstr_{!}DEBUG_:_center_re {!}DEBUG_:_center_relation:_{reg0}
qstr_Riot_in_{s6}! Riot_in_{s6}!
qstr_Your_party_is_spotte Your_party_is_spotted_by_{s1}.
qstr_Your_soldiers_have_n Your_soldiers_have_nothing_to_eat!
qstr_Current_force_morale_ Current_force_morale_is_{reg1}.
qstr_{reg1}_{s1}_{reg2?ha {reg1}_{s1}_{reg2?have:has}_escaped_from_your_party_during_the_night.
qstr_{s1}_of_the_{s3}_has {s1}_of_the_{s3}_has_been_released_from_captivity.
qstr_Building_of_{s0}_in_ Building_of_{s0}_in_{s4}_has_been_completed.
qstr_{s1}_has_won_the_tou {s1}_has_won_the_tournament_at_{s2}.
qstr_{!}{s1}_is_infested_ {!}{s1}_is_infested_by_bandits_(at_night).
qstr_{s1}_is_no_longer_in {s1}_is_no_longer_infested_by_bandits_(at_night).
qstr_{!}{s1}_is_holding_a {!}{s1}_is_holding_a_tournament.
qstr_You_are_within_the_w You_are_within_the_walls_of_an_affiliated_family_member_and_don't_have_to_pay_for_accommodation.
qstr_You_pay_for_accommod You_pay_for_accommodation.
qstr_Betrothal_to_{s5}_ex Betrothal_to_{s5}_expires
qstr__Your_tactics_skill_ _Your_tactics_skill_has_increased_by_1.
qstr__Your_persuasion_ski _Your_persuasion_skill_has_increased_by_1.
qstr__Your_leadership_ski _Your_leadership_skill_has_increased_by_1.
qstr__Your_prisoner_manag _Your_prisoner_management_skill_has_increased_by_1.
qstr__Your_charisma_has_i _Your_charisma_has_increased_by_1.
qstr__Your_looting_skill_ _Your_looting_skill_has_increased_by_1.
qstr__Your_intelligence_h _Your_intelligence_has_increased_by_1.
qstr__Your_trade_skill_ha _Your_trade_skill_has_increased_by_1.
qstr__Your_weapon_master_ _Your_weapon_master_skill_has_increased_by_1.
qstr__Your_engineer_skill _Your_engineer_skill_has_increased_by_1.
qstr_You_have_finished_re You_have_finished_reading_{s1}.{s2}
qstr_Book_Read Book_Read
qstr_{s1}_is_scouted. {s1}_is_scouted.
qstr_{!}DEBUG___{s4}_faction_chang {!}DEBUG_-_{s4}_faction_changed_from_slot_troop_change_to_faction
qstr_{s1}_has_switched_fr {s1}_has_switched_from_{s2}_to_{s3}.
qstr_{!}DEBUG_:_{s2}_is_b {!}DEBUG_:_{s2}_is_besieging_by_{s3}
qstr_{!}DEBUG___Checking_ {!}DEBUG_-_Checking_fire_at_{s4}_for_{s5}_-_current_time_{reg3},_last_nearby_fire_{reg4}
qstr_{!}_A_slot_had_an_un {!}_A_slot_had_an_unexpected_value:_{reg0}.__This_might_be_because_you_are_using_an_incompatible_troop_list,_or_are_using_a_non-native_strange_game.__This_message_will_repeat_daily.
qstr_{!}_DEBUG___Detected {!}_DEBUG_-_Detected_a_new_version_of_diplomacy:_previous_version_was_{reg0},_and_current_version_is_{reg1}.__Performing_updates.
qstr_{!}DEBUG___Fixed_slo {!}DEBUG_-_Fixed_slot_troop_mother_for_{s0}.
qstr_{!}DEBUG___When_fixi {!}DEBUG_-_When_fixing_slot_troop_mother_for_{s0},_could_not_find_a_valid_mother.
qstr_{!}DEBUG___Changed_o {!}DEBUG_-_Changed_occupation_of_{s0}_to_dplmc_slto_exile
qstr_{!}FIXED_PROBLEM___C {!}FIXED_PROBLEM_-_Cancelled_erroneous_version_of_qst_wed_betrothed_female.__You_should_be_able_to_marry_normally_if_you_try_again.
qstr_{!}_Bug_fix:_set_per {!}_Bug_fix:_set_personality_types_for_{reg0}_{reg1?lords:lord}
qstr_{!}_Bug_fix:_set_pers {!}_Bug_fix:_set_personality_types_for_{reg0}_{reg1?ladies:lady}
qstr__{s1}_s_tactics_skil _{s1}'s_tactics_skill_has_increased_by_1.
qstr__{s1}_s_persuasion_s _{s1}'s_persuasion_skill_has_increased_by_1.
qstr__{s1}_s_leadership_s _{s1}'s_leadership_skill_has_increased_by_1.
qstr__{s1}_s_prisoner_man _{s1}'s_prisoner_management_skill_has_increased_by_1.
qstr__{s1}_s_charisma_has _{s1}'s_charisma_has_increased_by_1.
qstr__{s1}_s_looting_skil _{s1}'s_looting_skill_has_increased_by_1.
qstr__{s1}_s_intelligence _{s1}'s_intelligence_has_increased_by_1.
qstr__{s1}_s_trade_skill_ _{s1}'s_trade_skill_has_increased_by_1.
qstr__{s1}_s_weapon_maste _{s1}'s_weapon_master_skill_has_increased_by_1.
qstr__{s1}_s_engineer_ski _{s1}'s_engineer_skill_has_increased_by_1.
qstr_{s1}_have_finished_r {s1}_have_finished_reading_{s2}.{s3}
qstr_{reg1}_{s1} {reg1}_{s1}
qstr_{reg1}_{s1}_and_{s0} {reg1}_{s1}_and_{s0}
qstr_{reg1}_{s1}_{s0} {reg1}_{s1},_{s0}
qstr_{s0}_has_escaped. {s0}_has_escaped.
qstr_{s0}_hava_escaped. {s0}_hava_escaped.
qstr_Number_of_prisoners_ Number_of_prisoners_exceeds_prisoner_management_limit._{s0}
qstr_{s1}_has_been_elimin {s1}_has_been_eliminated_by_another_party.
qstr_Your_recruiter_who_wa Your_recruiter_who_was_commissioned_to_recruit_{reg10}_recruits_to_{s13}_has_been_defeated!
qstr_{s13}_has_been_taken {s13}_has_been_taken_by_the_enemy_and_your_recruiter_who_was_commissioned_to_recruit_{reg10}_recruits_vanished__without_a_trace!
qstr_ERROR_IN_THE_RECRUIT ERROR_IN_THE_RECRUITER_KIT_SIMPLE_TRIGGERS!
qstr_A_recruiter_has_brou A_recruiter_has_brought_{reg10}_recruits_to_{s13}.
qstr_Distance_between_{s1 Distance_between_{s14}_and_{s15}:_{reg0}
qstr_Your_caravan_has_bro Your_caravan_has_brought_{s12}_to_{s13}.
qstr_{!}_Gift_price_facto {!}_Gift_price_factor_{reg0}/100,_effective_value_{reg1}
qstr_{s13}_is_unimpressed {s13}_is_unimpressed_by_your_paltry_gift.
qstr_The_people_of_{s13}_ The_people_of_{s13}_are_unimpressed_by_your_paltry_gift.
qstr_Your_caravan_has_los Your_caravan_has_lost_it's_way_and_gave_up_your_mission!
qstr_Transfer_to_{s6} Transfer_to_{s6}
qstr_{s6}_patrol {s6}_patrol
qstr_Your_messenger_reach Your_messenger_reached_{s13}.
qstr_{s14} {s14}
qstr_Your_messenger_has_l Your_messenger_has_lost_it's_way_and_gave_up_your_mission!
qstr_Not_enough_money_in_ Not_enough_money_in_treasury_to_upgrade_troops.
qstr_Your_constable_upgra Your_constable_upgraded_{reg5}_{s6}_to_{s7}_in_{s8}
qstr_Your_soldiers_patrolli Your_soldiers_patrolling_{s6}_disbanded_because_you_can't_pay_the_wages!
qstr_{!}DEBUG___Removed_{ {!}DEBUG_-_Removed_{s5}_because_{s4}_cannot_support_that_many_patrols
qstr_It_is_rumoured_that_ It_is_rumoured_that_a_spy_has_been_caught_in_{s11}.
qstr_{!}DEBUG___centraliz {!}DEBUG_-_centralization_{reg1}
qstr_{!}DEBUG___aristocra {!}DEBUG_-_aristocracy_{reg1}
qstr_{!}DEBUG___quality_{ {!}DEBUG_-_quality_{reg1}
qstr_{!}DEBUG___serfdom_{ {!}DEBUG_-_serfdom_{reg1}
qstr_{!}DEBUG___mercantil {!}DEBUG_-_mercantilism_{reg1}
qstr_{!}DEBUG___changing_ {!}DEBUG_-_changing_{reg1}_of_{reg2}_for_{s12}
qstr_{!}DEBUG___relation_ {!}DEBUG_-_relation_change_=__{reg1}_for_{s9}
qstr_{!}DEBUG___no_eligib {!}DEBUG_-_no_eligible_lords_in_exile
qstr_{!}DEBUG___{reg0}_lo {!}DEBUG_-_{reg0}_lords_found_in_exile;_randomly_decided_not_to_try_to_return_anyone.
qstr_{!}DEBUG___{reg1}_lo {!}DEBUG_-_{reg1}_lords_found_in_exile;_{s4}_chosen_to_return,_score_was_{reg0}
qstr_{!}DEBUG___{s4}_foun {!}DEBUG_-_{s4}_found_no_faction_to_return_to!
qstr_{!}DEBUG___Not_retur {!}DEBUG_-_Not_returning_a_lord_to_the_player's_kingdom,_since_there_are_already_{reg0}_lords_waiting_for_their_petitions_to_be_heard.
qstr_{s0}_is_grumbling_ag {s0}_is_grumbling_against_you.__Your_affiliation_could_be_jeopardized_if_this_continues.
qstr_{s0}_is_grumbling_aga {s0}_is_grumbling_against_you,_but_with_{s1}'s_support_you_remain_affiliated_for_now.
qstr_Your_last_fief_was_c Your_last_fief_was_captured_and_you_lost_{reg0}/{reg1}_of_your_treasury
qstr__Camp_defenses_have_ _Camp_defenses_have_been_completed.
qstr_You_have_broken_off_ You_have_broken_off_your_raid_of_{s1}.
qstr_You_have_broken_off_y You_have_broken_off_your_siege_of_{s1}.
qstr_You_cannot_maintain_ You_cannot_maintain_your_siege_of_{s1}_from_this_distance._You_risk_your_lines_breaking.
qstr_Floris_Bugfixed^Mod_ Floris_Bugfixed^Mod_Options_and_Key_Configuration_Reset.
qstr__Your_siege_camp_was _Your_siege_camp_was_destroyed_while_you_were_away!
qstr_DEBUG__Quest_Pack_1_ DEBUG_(Quest_Pack_1):_{s31}_has_a_tournament_with_{reg31}_days_left.
qstr_{s21}_is_insulted_by {s21}_is_insulted_by_your_refusal_of_his_invitation.
qstr_The_tournament_in_{s The_tournament_in_{s31}_has_ended.
qstr_Quest_ended_due_to_{ Quest_ended_due_to_{s31}_becoming_hostile.
qstr_A_Messenger_Arrives A_Messenger_Arrives
qstr_Rumor_of_the_Road Rumor_of_the_Road
qstr_List_of_Active_Tourn List_of_Active_Tournaments
qstr_{s31}_has_a_tourname {s31}_has_a_tournament_with_{reg31}_days_left.
qstr_array_GC array_GC
qstr_array_GC:_owner_acti array_GC:_owner_active,_an_array_or_is_0
qstr_array_GC:_removing_{ array_GC:_removing_{reg21}
qstr_{!}DEBUG____Wanted_b {!}DEBUG_--_Wanted_bandits_spotted_by_{s4}
qstr_Checking_rejoin_of_{ Checking_rejoin_of_{s10}_days_on_mission:_{reg0}
qstr_{!}DEBUG_:_chamberla {!}DEBUG_:_chamberlain:_{reg0}
qstr_{!}DEBUG_:_constable {!}DEBUG_:_constable:_{reg0}
qstr_{!}DEBUG_:_chancello {!}DEBUG_:_chancellor:_{reg0}
qstr_Reinforcements_from_ Reinforcements_from_{s14}
qstr_The_released_prisone The_released_prisoners_were_not_be_trusted_and_they_are_preparing_to_attack_you!
qstr_The_released_prisoner The_released_prisoners_scattered_as_soon_as_the_battle_finished._You_will_not_be_seeing_them_again.
qstr_The_released_prisoners The_released_prisoners_have_remained_loyal_and_will_join_your_party
qstr_You_have_5_days_rema You_have_5_days_remaining_in_your_leave_from_the_party_of_{s13}_before_you_will_be_declared_a_deserter.
qstr_You_have_{reg0}_days_ You_have_{reg0}_days_left_until_you_are_declared_as_a_deserter!
qstr_You_must_check_in_wi You_must_check_in_with_your_commander_{s13}_immediately_or_you_will_be_declared_a_deserter!
qstr_{reg65?my_Lady:my_Lo {reg65?my_Lady:my_Lord}
qstr_{reg65?My_Lady:My_Lo {reg65?My_Lady:My_Lord}
qstr_{reg65?madame:sir} {reg65?madame:sir}
