trp_multiplayer_profile_troop_male|Profil multijoueur homme
trp_kingdom_6_lady_14|Dame Zandina
trp_kingdom_6_lady_14_pl|Zandina
trp_kingdom_6_lady_15|Dame Lulya
trp_kingdom_6_lady_15_pl|Lulya
trp_kingdom_6_lady_16|Dame Zahara
trp_kingdom_6_lady_16_pl|Zahara
trp_kingdom_6_lady_17|Dame Safiya
trp_kingdom_6_lady_17_pl|Safiya
trp_kingdom_6_lady_18|Dame Khalisa
trp_kingdom_6_lady_18_pl|Khalisa
trp_kingdom_6_lady_19|Dame Janab
trp_kingdom_6_lady_19_pl|Janab
trp_kingdom_6_lady_20|Dame Sur
trp_kingdom_6_lady_20_pl|Sur
trp_heroes_end|Fin des héros
trp_heroes_end_pl|Fin des héros
trp_swadian_n_hero1|Excellent Segent Swadien
trp_swadian_n_hero1_pl|Excellents Segents Swadiens
trp_swadian_n_hero2|Excellent Tireur d'élite
trp_swadian_n_hero2_pl|Excellents Tireurs d'élite
trp_vaegir_n_hero1|Excellent Chevalier Vaegir
trp_vaegir_n_hero1_pl|Excellents Chevaliers Vaegirs
trp_vaegir_n_hero2|Excellent Garde Vaegir
trp_vaegir_n_hero2_pl|Excellents Gardes Vaegirs
trp_khergit_n_hero1|Excellent Archer monté vétéran Khergit
trp_khergit_n_hero1_pl|Excellents Archers montés vétérans Khergits
trp_nord_n_hero1|Excellent Huscarl Nordique
trp_nord_n_hero1_pl|Excellents Huscarls Nordiques
trp_rhodok_n_hero1|Excellent Sergent Rhodok
trp_rhodok_n_hero1_pl|Excellents Sergents Rhodoks
trp_rhodok_n_hero2|Excellent Archer d'Élite Rhodok
trp_rhodok_n_hero2_pl|Excellents Archers d'Élite Rhodoks
trp_sarranid_n_hero1|Excellent Mamelouk Sarranide
trp_sarranid_n_hero1_pl|Excellents Mamelouks Sarranides
trp_sarranid_n_hero2|Excellent Maître Archer Sarranide
trp_sarranid_n_hero2_pl|Excellents Maîtres Archers Sarranides
trp_swadian_r_hero1|Excellent Sergent Swadien
trp_swadian_r_hero1_pl|Excellents Sergents Swadiens
trp_swadian_r_hero2|Excellent Archer d'élite Swadien
trp_swadian_r_hero2_pl|Excellents Archers d'élite Swadiens
trp_vaegir_r_hero1|Excellent Ataman Vaegir
trp_vaegir_r_hero1_pl|Excellents Atamany Vaegirs
trp_vaegir_r_hero2|Excellent Druzhinnik Vétérans Vaegir
trp_vaegir_r_hero2_pl|Excellents Druzhinniki Vétérans Vaegirs
trp_khergit_r_hero1|Excellent Khevtuul Khergit
trp_khergit_r_hero1_pl|Excellents Khevtuulcuud Khergits
trp_khergit_r_hero2|Excellent Borjigin Khergit
trp_khergit_r_hero2_pl|Excellents Borjiginuud Khergits
trp_nord_r_hero1|Excellent Heahgerefa Nordique
trp_nord_r_hero1_pl|Excellents Heahgerefar Nordiques
trp_nord_r_hero2|Excellent Kappi Nordique
trp_nord_r_hero2_pl|Excellents Kappir Nordiques
trp_rhodok_r_hero1|Excellent Balestriere Veterano Rhodok
trp_rhodok_r_hero1_pl|Excellents Balestrieri Veterani Rhodoks
trp_rhodok_r_hero2|Excellent Picchiere Veterano Rhodok
trp_rhodok_r_hero2_pl|Excellents Picchieri Veterani Rhodoks
trp_sarranid_r_hero1|Excellent Kapikula Sarranide
trp_sarranid_r_hero1_pl|Excellents Kapikulani Sarranides
trp_sarranid_r_hero2|Excellent Uluteci Sarranide
trp_sarranid_r_hero2_pl|Excellents Uluteciler Sarranides
trp_town_1_seneschal|Sénéchal ville 1
trp_town_1_seneschal_pl|Sénéchal ville 1
trp_town_2_seneschal|Sénéchal ville 2
trp_town_2_seneschal_pl|Sénéchal ville 2
trp_town_3_seneschal|Sénéchal ville 3
trp_town_3_seneschal_pl|Sénéchal ville 3
trp_town_4_seneschal|Sénéchal ville 4
trp_town_4_seneschal_pl|Sénéchal ville 4
trp_town_5_seneschal|Sénéchal ville 5
trp_town_5_seneschal_pl|Sénéchal ville 5
trp_town_6_seneschal|Sénéchal ville 6
trp_town_6_seneschal_pl|Sénéchal ville 6
trp_town_7_seneschal|Sénéchal ville 7
trp_town_7_seneschal_pl|Sénéchal ville 7
trp_town_8_seneschal|Sénéchal ville 8
trp_town_8_seneschal_pl|Sénéchal ville 8
trp_town_9_seneschal|Sénéchal ville 9
trp_town_9_seneschal_pl|Sénéchal ville 9
trp_town_10_seneschal|Sénéchal ville 10
trp_town_10_seneschal_pl|Sénéchal ville 10
trp_town_11_seneschal|Sénéchal ville 11
trp_town_11_seneschal_pl|Sénéchal ville 11
trp_town_12_seneschal|Sénéchal ville 12
trp_town_12_seneschal_pl|Sénéchal ville 12
trp_town_13_seneschal|Sénéchal ville 13
trp_town_13_seneschal_pl|Sénéchal ville 13
trp_town_14_seneschal|Sénéchal ville 14
trp_town_14_seneschal_pl|Sénéchal ville 14
trp_town_15_seneschal|Sénéchal ville 15
trp_town_15_seneschal_pl|Sénéchal ville 15
trp_town_16_seneschal|Sénéchal ville 16
trp_town_16_seneschal_pl|Sénéchal ville 16
trp_town_17_seneschal|Sénéchal ville 17
trp_town_17_seneschal_pl|Sénéchal ville 17
trp_town_18_seneschal|Sénéchal ville 18
trp_town_18_seneschal_pl|Sénéchal ville 18
trp_town_19_seneschal|Sénéchal ville 19
trp_town_19_seneschal_pl|Sénéchal ville 19
trp_town_20_seneschal|Sénéchal ville 20
trp_town_20_seneschal_pl|Sénéchal ville 20
trp_town_21_seneschal|Sénéchal ville 21
trp_town_21_seneschal_pl|Sénéchal ville 21
trp_town_22_seneschal|Sénéchal ville 22
trp_town_22_seneschal_pl|Sénéchal ville 22
trp_castle_1_seneschal|Sénéchal château 1
trp_castle_1_seneschal_pl|Sénéchal château 1
trp_castle_2_seneschal|Sénéchal château 2
trp_castle_2_seneschal_pl|Sénéchal château 2
trp_castle_3_seneschal|Sénéchal château 3
trp_castle_3_seneschal_pl|Sénéchal château 3
trp_castle_4_seneschal|Sénéchal château 4
trp_castle_4_seneschal_pl|Sénéchal château 4
trp_castle_5_seneschal|Sénéchal château 5
trp_castle_5_seneschal_pl|Sénéchal château 5
trp_castle_6_seneschal|Sénéchal château 6
trp_castle_6_seneschal_pl|Sénéchal château 6
trp_castle_7_seneschal|Sénéchal château 7
trp_castle_7_seneschal_pl|Sénéchal château 7
trp_castle_8_seneschal|Sénéchal château 8
trp_castle_8_seneschal_pl|Sénéchal château 8
trp_castle_9_seneschal|Sénéchal château 9
trp_castle_9_seneschal_pl|Sénéchal château 9
trp_castle_10_seneschal|Sénéchal château 10
trp_castle_10_seneschal_pl|Sénéchal château 10
trp_castle_11_seneschal|Sénéchal château 11
trp_castle_11_seneschal_pl|Sénéchal château 11
trp_castle_12_seneschal|Sénéchal château 12
trp_castle_12_seneschal_pl|Sénéchal château 12
trp_castle_13_seneschal|Sénéchal château 13
trp_castle_13_seneschal_pl|Sénéchal château 13
trp_castle_14_seneschal|Sénéchal château 14
trp_castle_14_seneschal_pl|Sénéchal château 14
trp_castle_15_seneschal|Sénéchal château 15
trp_castle_15_seneschal_pl|Sénéchal château 15
trp_castle_16_seneschal|Sénéchal château 16
trp_castle_16_seneschal_pl|Sénéchal château 16
trp_castle_17_seneschal|Sénéchal château 17
trp_castle_17_seneschal_pl|Sénéchal château 17
trp_castle_18_seneschal|Sénéchal château 18
trp_castle_18_seneschal_pl|Sénéchal château 18
trp_castle_19_seneschal|Sénéchal château 19
trp_castle_19_seneschal_pl|Sénéchal château 19
trp_castle_20_seneschal|Sénéchal château 20
trp_castle_20_seneschal_pl|Sénéchal château 20
trp_castle_21_seneschal|Sénéchal château 21
trp_castle_21_seneschal_pl|Sénéchal château 21
trp_castle_22_seneschal|Sénéchal château 22
trp_castle_22_seneschal_pl|Sénéchal château 22
trp_castle_23_seneschal|Sénéchal château 23
trp_castle_23_seneschal_pl|Sénéchal château 23
trp_castle_24_seneschal|Sénéchal château 24
trp_castle_24_seneschal_pl|Sénéchal château 24
trp_castle_25_seneschal|Sénéchal château 25
trp_castle_25_seneschal_pl|Sénéchal château 25
trp_castle_26_seneschal|Sénéchal château 26
trp_castle_26_seneschal_pl|Sénéchal château 26
trp_castle_27_seneschal|Sénéchal château 27
trp_castle_27_seneschal_pl|Sénéchal château 27
trp_castle_28_seneschal|Sénéchal château 28
trp_castle_28_seneschal_pl|Sénéchal château 28
trp_castle_29_seneschal|Sénéchal château 29
trp_castle_29_seneschal_pl|Sénéchal château 29
trp_castle_30_seneschal|Sénéchal château 30
trp_castle_30_seneschal_pl|Sénéchal château 30
trp_castle_31_seneschal|Sénéchal château 31
trp_castle_31_seneschal_pl|Sénéchal château 31
trp_castle_32_seneschal|Sénéchal château 32
trp_castle_32_seneschal_pl|Sénéchal château 32
trp_castle_33_seneschal|Sénéchal château 33
trp_castle_33_seneschal_pl|Sénéchal château 33
trp_castle_34_seneschal|Sénéchal château 34
trp_castle_34_seneschal_pl|Sénéchal château 34
trp_castle_35_seneschal|Sénéchal château 35
trp_castle_35_seneschal_pl|Sénéchal château 35
trp_castle_36_seneschal|Sénéchal château 36
trp_castle_36_seneschal_pl|Sénéchal château 36
trp_castle_37_seneschal|Sénéchal château 37
trp_castle_37_seneschal_pl|Sénéchal château 37
trp_castle_38_seneschal|Sénéchal château 38
trp_castle_38_seneschal_pl|Sénéchal château 38
trp_castle_39_seneschal|Sénéchal château 39
trp_castle_39_seneschal_pl|Sénéchal château 39
trp_castle_40_seneschal|Sénéchal château 40
trp_castle_40_seneschal_pl|Sénéchal château 40
trp_castle_41_seneschal|Sénéchal château 41
trp_castle_41_seneschal_pl|Sénéchal château 41
trp_castle_42_seneschal|Sénéchal château 42
trp_castle_42_seneschal_pl|Sénéchal château 42
trp_castle_43_seneschal|Sénéchal château 43
trp_castle_43_seneschal_pl|Sénéchal château 43
trp_castle_44_seneschal|Sénéchal château 44
trp_castle_44_seneschal_pl|Sénéchal château 44
trp_castle_45_seneschal|Sénéchal château 45
trp_castle_45_seneschal_pl|Sénéchal château 45
trp_castle_46_seneschal|Sénéchal château 46
trp_castle_46_seneschal_pl|Sénéchal château 46
trp_castle_47_seneschal|Sénéchal château 47
trp_castle_47_seneschal_pl|Sénéchal château 47
trp_castle_48_seneschal|Sénéchal château 48
trp_castle_48_seneschal_pl|Sénéchal château 48
trp_town_1_arena_master|Maître de tournoi
trp_town_2_arena_master|Maître de tournoi
trp_town_3_arena_master|Maître de tournoi
trp_town_4_arena_master|Maître de tournoi
trp_town_5_arena_master|Maître de tournoi
trp_town_6_arena_master|Maître de tournoi
trp_town_7_arena_master|Maître de tournoi
trp_town_8_arena_master|Maître de tournoi
trp_town_9_arena_master|Maître de tournoi
trp_town_10_arena_master|Maître de tournoi
trp_town_11_arena_master|Maître de tournoi
trp_town_12_arena_master|Maître de tournoi
trp_town_13_arena_master|Maître de tournoi
trp_town_14_arena_master|Maître de tournoi
trp_town_15_arena_master|Maître de tournoi
trp_town_16_arena_master|Maître de tournoi
trp_town_17_arena_master|Maître de tournoi
trp_town_18_arena_master|Maître de tournoi
trp_town_19_arena_master|Maître de tournoi
trp_town_20_arena_master|Maître de tournoi
trp_town_21_arena_master|Maître de tournoi
trp_town_22_arena_master|Maître de tournoi
trp_town_1_crook|Town 1 Crook
trp_town_1_crook_pl|Town 1 Crook
trp_town_2_crook|Town 2 Crook
trp_town_2_crook_pl|Town 2 Crook
trp_town_3_crook|Town 3 Crook
trp_town_3_crook_pl|Town 3 Crook
trp_town_4_crook|Town 4 Crook
trp_town_4_crook_pl|Town 4 Crook
trp_town_5_crook|Town 5 Crook
trp_town_5_crook_pl|Town 5 Crook
trp_town_6_crook|Town 6 Crook
trp_town_6_crook_pl|Town 6 Crook
trp_town_7_crook|Town 7 Crook
trp_town_7_crook_pl|Town 7 Crook
trp_town_8_crook|Town 8 Crook
trp_town_8_crook_pl|Town 8 Crook
trp_town_9_crook|Town 9 Crook
trp_town_9_crook_pl|Town 9 Crook
trp_town_10_crook|Town 10 Crook
trp_town_10_crook_pl|Town 10 Crook
trp_town_11_crook|Town 11 Crook
trp_town_11_crook_pl|Town 11 Crook
trp_town_12_crook|Town 12 Crook
trp_town_12_crook_pl|Town 12 Crook
trp_town_13_crook|Town 13 Crook
trp_town_13_crook_pl|Town 13 Crook
trp_town_14_crook|Town 14 Crook
trp_town_14_crook_pl|Town 14 Crook
trp_town_15_crook|Town 15 Crook
trp_town_15_crook_pl|Town 15 Crook
trp_town_16_crook|Town 16 Crook
trp_town_16_crook_pl|Town 16 Crook
trp_town_17_crook|Town 17 Crook
trp_town_17_crook_pl|Town 17 Crook
trp_town_18_crook|Town 18 Crook
trp_town_18_crook_pl|Town 18 Crook
trp_town_19_crook|Town 19 Crook
trp_town_19_crook_pl|Town 19 Crook
trp_town_20_crook|Town 20 Crook
trp_town_20_crook_pl|Town 20 Crook
trp_town_21_crook|Town 21 Crook
trp_town_21_crook_pl|Town 21 Crook
trp_town_22_crook|Town 22 Crook
trp_town_22_crook_pl|Town 22 Crook
trp_town_1_armorer|Armurier
trp_town_2_armorer|Armurier
trp_town_3_armorer|Armurier
trp_town_4_armorer|Armurier
trp_town_5_armorer|Armurier
trp_town_6_armorer|Armurier
trp_town_7_armorer|Armurier
trp_town_8_armorer|Armurier
trp_town_9_armorer|Armurier
trp_town_10_armorer|Armurier
trp_town_11_armorer|Armurier
trp_town_12_armorer|Armurier
trp_town_13_armorer|Armurier
trp_town_14_armorer|Armurier
trp_town_15_armorer|Armurier
trp_town_16_armorer|Armurier
trp_town_17_armorer|Armurier
trp_town_18_armorer|Armurier
trp_town_19_armorer|Armurier
trp_town_20_armorer|Armurier
trp_town_21_armorer|Armurier
trp_town_22_armorer|Armurier
trp_town_1_weaponsmith|Négociant d'armes
trp_town_2_weaponsmith|Négociant d'armes
trp_town_3_weaponsmith|Négociant d'armes
trp_town_4_weaponsmith|Négociant d'armes
trp_town_5_weaponsmith|Négociant d'armes
trp_town_6_weaponsmith|Négociant d'armes
trp_town_7_weaponsmith|Négociant d'armes
trp_town_8_weaponsmith|Négociant d'armes
trp_town_9_weaponsmith|Négociant d'armes
trp_town_10_weaponsmith|Négociant d'armes
trp_town_11_weaponsmith|Négociant d'armes
trp_town_12_weaponsmith|Négociant d'armes
trp_town_13_weaponsmith|Négociant d'armes
trp_town_14_weaponsmith|Négociant d'armes
trp_town_15_weaponsmith|Négociant d'armes
trp_town_16_weaponsmith|Négociant d'armes
trp_town_17_weaponsmith|Négociant d'armes
trp_town_18_weaponsmith|Négociant d'armes
trp_town_19_weaponsmith|Négociant d'armes
trp_town_20_weaponsmith|Négociant d'armes
trp_town_21_weaponsmith|Négociant d'armes
trp_town_22_weaponsmith|Négociant d'armes
trp_town_1_tavernkeeper|Tavernier
trp_town_2_tavernkeeper|Tavernier
trp_town_3_tavernkeeper|Tavernier
trp_town_4_tavernkeeper|Tavernier
trp_town_5_tavernkeeper|Tavernier
trp_town_6_tavernkeeper|Tavernier
trp_town_7_tavernkeeper|Tavernier
trp_town_8_tavernkeeper|Tavernier
trp_town_9_tavernkeeper|Tavernier
trp_town_10_tavernkeeper|Tavernier
trp_town_11_tavernkeeper|Tavernier
trp_town_12_tavernkeeper|Tavernier
trp_town_13_tavernkeeper|Tavernier
trp_town_14_tavernkeeper|Tavernier
trp_town_15_tavernkeeper|Tavernier
trp_town_16_tavernkeeper|Tavernier
trp_town_17_tavernkeeper|Tavernier
trp_town_18_tavernkeeper|Tavernier
trp_town_19_tavernkeeper|Tavernier
trp_town_20_tavernkeeper|Tavernier
trp_town_21_tavernkeeper|Tavernier
trp_town_22_tavernkeeper|Tavernier
trp_town_1_merchant|Marchand
trp_town_2_merchant|Marchand
trp_town_3_merchant|Marchand
trp_town_4_merchant|Marchand
trp_town_5_merchant|Marchand
trp_town_6_merchant|Marchand
trp_town_7_merchant|Marchand
trp_town_8_merchant|Marchand
trp_town_9_merchant|Marchand
trp_town_10_merchant|Marchand
trp_town_11_merchant|Marchand
trp_town_12_merchant|Marchand
trp_town_13_merchant|Marchand
trp_town_14_merchant|Marchand
trp_town_15_merchant|Marchand
trp_town_16_merchant|Marchand
trp_town_17_merchant|Marchand
trp_town_18_merchant|Marchand
trp_town_19_merchant|Marchand
trp_town_20_merchant|Marchand
trp_town_21_merchant|Marchand
trp_town_22_merchant|Marchand
trp_salt_mine_merchant|Barezan
trp_salt_mine_merchant_pl|Barezan
trp_town_1_horse_merchant|Marchand de chevaux
trp_town_2_horse_merchant|Marchand de chevaux
trp_town_3_horse_merchant|Marchand de chevaux
trp_town_4_horse_merchant|Marchand de chevaux
trp_town_5_horse_merchant|Marchand de chevaux
trp_town_6_horse_merchant|Marchand de chevaux
trp_town_7_horse_merchant|Marchand de chevaux
trp_town_8_horse_merchant|Marchand de chevaux
trp_town_9_horse_merchant|Marchand de chevaux
trp_town_10_horse_merchant|Marchand de chevaux
trp_town_11_horse_merchant|Marchand de chevaux
trp_town_12_horse_merchant|Marchand de chevaux
trp_town_13_horse_merchant|Marchand de chevaux
trp_town_14_horse_merchant|Marchand de chevaux
trp_town_15_horse_merchant|Marchand de chevaux
trp_town_16_horse_merchant|Marchand de chevaux
trp_town_17_horse_merchant|Marchand de chevaux
trp_town_18_horse_merchant|Marchand de chevaux
trp_town_19_horse_merchant|Marchand de chevaux
trp_town_20_horse_merchant|Marchand de chevaux
trp_town_21_horse_merchant|Marchand de chevaux
trp_town_22_horse_merchant|Marchand de chevaux
trp_town_1_mayor|Maître de guilde
trp_town_2_mayor|Maître de guilde
trp_town_3_mayor|Maître de guilde
trp_town_4_mayor|Maître de guilde
trp_town_5_mayor|Maître de guilde
trp_town_6_mayor|Maître de guilde
trp_town_7_mayor|Maître de guilde
trp_town_8_mayor|Maître de guilde
trp_town_9_mayor|Maître de guilde
trp_town_10_mayor|Maître de guilde
trp_town_11_mayor|Maître de guilde
trp_town_12_mayor|Maître de guilde
trp_town_13_mayor|Maître de guilde
trp_town_14_mayor|Maître de guilde
trp_town_15_mayor|Maître de guilde
trp_town_16_mayor|Maître de guilde
trp_town_17_mayor|Maître de guilde
trp_town_18_mayor|Maître de guilde
trp_town_19_mayor|Maître de guilde
trp_town_20_mayor|Maître de guilde
trp_town_21_mayor|Maître de guilde
trp_town_22_mayor|Maître de guilde
trp_village_1_elder|Ancien du village
trp_village_2_elder|Ancien du village
trp_village_3_elder|Ancien du village
trp_village_4_elder|Ancien du village
trp_village_5_elder|Ancien du village
trp_village_6_elder|Ancien du village
trp_village_7_elder|Ancien du village
trp_village_8_elder|Ancien du village
trp_village_9_elder|Ancien du village
trp_village_10_elder|Ancien du village
trp_village_11_elder|Ancien du village
trp_village_12_elder|Ancien du village
trp_village_13_elder|Ancien du village
trp_village_14_elder|Ancien du village
trp_village_15_elder|Ancien du village
trp_village_16_elder|Ancien du village
trp_village_17_elder|Ancien du village
trp_village_18_elder|Ancien du village
trp_village_19_elder|Ancien du village
trp_village_20_elder|Ancien du village
trp_village_21_elder|Ancien du village
trp_village_22_elder|Ancien du village
trp_village_23_elder|Ancien du village
trp_village_24_elder|Ancien du village
trp_village_25_elder|Ancien du village
trp_village_26_elder|Ancien du village
trp_village_27_elder|Ancien du village
trp_village_28_elder|Ancien du village
trp_village_29_elder|Ancien du village
trp_village_30_elder|Ancien du village
trp_village_31_elder|Ancien du village
trp_village_32_elder|Ancien du village
trp_village_33_elder|Ancien du village
trp_village_34_elder|Ancien du village
trp_village_35_elder|Ancien du village
trp_village_36_elder|Ancien du village
trp_village_37_elder|Ancien du village
trp_village_38_elder|Ancien du village
trp_village_39_elder|Ancien du village
trp_village_40_elder|Ancien du village
trp_village_41_elder|Ancien du village
trp_village_42_elder|Ancien du village
trp_village_43_elder|Ancien du village
trp_village_44_elder|Ancien du village
trp_village_45_elder|Ancien du village
trp_village_46_elder|Ancien du village
trp_village_47_elder|Ancien du village
trp_village_48_elder|Ancien du village
trp_village_49_elder|Ancien du village
trp_village_50_elder|Ancien du village
trp_village_51_elder|Ancien du village
trp_village_52_elder|Ancien du village
trp_village_53_elder|Ancien du village
trp_village_54_elder|Ancien du village
trp_village_55_elder|Ancien du village
trp_village_56_elder|Ancien du village
trp_village_57_elder|Ancien du village
trp_village_58_elder|Ancien du village
trp_village_59_elder|Ancien du village
trp_village_60_elder|Ancien du village
trp_village_61_elder|Ancien du village
trp_village_62_elder|Ancien du village
trp_village_63_elder|Ancien du village
trp_village_64_elder|Ancien du village
trp_village_65_elder|Ancien du village
trp_village_66_elder|Ancien du village
trp_village_67_elder|Ancien du village
trp_village_68_elder|Ancien du village
trp_village_69_elder|Ancien du village
trp_village_70_elder|Ancien du village
trp_village_71_elder|Ancien du village
trp_village_72_elder|Ancien du village
trp_village_73_elder|Ancien du village
trp_village_74_elder|Ancien du village
trp_village_75_elder|Ancien du village
trp_village_76_elder|Ancien du village
trp_village_77_elder|Ancien du village
trp_village_78_elder|Ancien du village
trp_village_79_elder|Ancien du village
trp_village_80_elder|Ancien du village
trp_village_81_elder|Ancien du village
trp_village_82_elder|Ancien du village
trp_village_83_elder|Ancien du village
trp_village_84_elder|Ancien du village
trp_village_85_elder|Ancien du village
trp_village_86_elder|Ancien du village
trp_village_87_elder|Ancien du village
trp_village_88_elder|Ancien du village
trp_village_89_elder|Ancien du village
trp_village_90_elder|Ancien du village
trp_village_91_elder|Ancien du village
trp_village_92_elder|Ancien du village
trp_village_93_elder|Ancien du village
trp_village_94_elder|Ancien du village
trp_village_95_elder|Ancien du village
trp_village_96_elder|Ancien du village
trp_village_97_elder|Ancien du village
trp_village_98_elder|Ancien du village
trp_village_99_elder|Ancien du village
trp_village_100_elder|Ancien du village
trp_village_101_elder|Ancien du village
trp_village_102_elder|Ancien du village
trp_village_103_elder|Ancien du village
trp_village_104_elder|Ancien du village
trp_village_105_elder|Ancien du village
trp_village_106_elder|Ancien du village
trp_village_107_elder|Ancien du village
trp_village_108_elder|Ancien du village
trp_village_109_elder|Ancien du village
trp_village_110_elder|Ancien du village
trp_merchants_end|Fin des marchands
trp_merchants_end_pl|Fin des marchands
trp_local_merchant|Marchand local
trp_local_merchant_pl|Marchands locaux
trp_tax_rebel|Paysan rebelle
trp_tax_rebel_pl|Paysans rebelles
trp_trainee_peasant|Paysan
trp_trainee_peasant_pl|Paysans
trp_fugitive|Homme nerveux
trp_fugitive_pl|Hommes nerveux
trp_belligerent_drunk|Ivrogne
trp_belligerent_drunk_pl|Ivrognes
trp_hired_assassin|Assassin
trp_hired_assassin_pl|Assassins
trp_fight_promoter|Bagarreur
trp_fight_promoter_pl|Bagarreurs
trp_spy|Promeneur ordinaire
trp_spy_pl|Promeneurs ordinaires
trp_spy_partner|Promeneur discret
trp_spy_partner_pl|Promeneurs discrets
trp_nurse_for_lady|Dame de compagnie
trp_nurse_for_lady_pl|Dames de compagnie
trp_temporary_minister|Ministre
trp_temporary_minister_pl|Ministres
trp_swadian_crossbowman_multiplayer_ai|Arbalétrier swadien
trp_swadian_crossbowman_multiplayer_ai_pl|Arbalétriers swadiens
trp_swadian_infantry_multiplayer_ai|Infanterie swadienne
trp_swadian_infantry_multiplayer_ai_pl|Fantassins swadiens
trp_swadian_man_at_arms_multiplayer_ai|Homme d'arme swadien
trp_swadian_man_at_arms_multiplayer_ai_pl|Hommes d'arme swadiens
trp_vaegir_archer_multiplayer_ai|Archer vaegir
trp_vaegir_archer_multiplayer_ai_pl|Archers vaegirs
trp_vaegir_spearman_multiplayer_ai|Lancier vaegir
trp_vaegir_spearman_multiplayer_ai_pl|Lanciers vaegirs
trp_vaegir_horseman_multiplayer_ai|Cavalier vaegir
trp_vaegir_horseman_multiplayer_ai_pl|Cavaliers vaegirs
trp_khergit_dismounted_lancer_multiplayer_ai|Fantassin khergit
trp_khergit_dismounted_lancer_multiplayer_ai_pl|Fantassins khergits
trp_khergit_veteran_horse_archer_multiplayer_ai|Archer monté khergit
trp_khergit_veteran_horse_archer_multiplayer_ai_pl|Archers montés khergits
trp_khergit_lancer_multiplayer_ai|Lancier khergit
trp_khergit_lancer_multiplayer_ai_pl|Lanciers khergits
trp_nord_veteran_multiplayer_ai|Fantassin nordique
trp_nord_veteran_multiplayer_ai_pl|Fantassins nordiques
trp_nord_scout_multiplayer_ai|Cavalier nordique
trp_nord_scout_multiplayer_ai_pl|Cavaliers nordiques
trp_nord_archer_multiplayer_ai|Archer nordique
trp_nord_archer_multiplayer_ai_pl|Archers nordiques
trp_rhodok_veteran_crossbowman_multiplayer_ai|Arbalétrier rhodok
trp_rhodok_veteran_crossbowman_multiplayer_ai_pl|Arbalétriers rhodoks
trp_rhodok_veteran_spearman_multiplayer_ai|Lancier rhodok
trp_rhodok_veteran_spearman_multiplayer_ai_pl|Lanciers rhodoks
trp_rhodok_scout_multiplayer_ai|Cavalier rhodok
trp_rhodok_scout_multiplayer_ai_pl|Cavaliers rhodoks
trp_sarranid_infantry_multiplayer_ai|Infanterie sarranide
trp_sarranid_infantry_multiplayer_ai_pl|Fantassins sarranides
trp_sarranid_archer_multiplayer_ai|Archer sarranide
trp_sarranid_archer_multiplayer_ai_pl|Archers sarranides
trp_sarranid_horseman_multiplayer_ai|Cavalier sarranide
trp_sarranid_horseman_multiplayer_ai_pl|Cavaliers sarranides
trp_swadian_crossbowman_multiplayer|Arbalétrier swadien
trp_swadian_crossbowman_multiplayer_pl|Arbalétriers swadiens
trp_swadian_infantry_multiplayer|Infanterie swadienne
trp_swadian_infantry_multiplayer_pl|Fantassins swadiens
trp_swadian_man_at_arms_multiplayer|Homme d'arme swadien
trp_swadian_man_at_arms_multiplayer_pl|Hommes d'arme swadiens
trp_vaegir_archer_multiplayer|Archer vaegir
trp_vaegir_archer_multiplayer_pl|Archers vaegirs
trp_vaegir_spearman_multiplayer|Lancier vaegir
trp_vaegir_spearman_multiplayer_pl|Lanciers vaegirs
trp_vaegir_horseman_multiplayer|Cavalier vaegir
trp_vaegir_horseman_multiplayer_pl|Cavaliers vaegirs
trp_khergit_veteran_horse_archer_multiplayer|Archers montés khergits
trp_khergit_veteran_horse_archer_multiplayer_pl|Archer monté khergit
trp_khergit_lancer_multiplayer|Lancier monté khergit
trp_khergit_lancer_multiplayer_pl|Lanciers montés khergits
trp_nord_archer_multiplayer|Archer nordique
trp_nord_archer_multiplayer_pl|Archers nordiques
trp_nord_veteran_multiplayer|Huscarl nordique
trp_nord_veteran_multiplayer_pl|Huscarls nordiques
trp_nord_scout_multiplayer|Cavalier nordique
trp_nord_scout_multiplayer_pl|Cavalier nordiques
trp_rhodok_veteran_crossbowman_multiplayer|Arbalétrier rhodok
trp_rhodok_veteran_crossbowman_multiplayer_pl|Arbalétriers rhodoks
trp_rhodok_sergeant_multiplayer|Sergent rhodok
trp_rhodok_sergeant_multiplayer_pl|Sergents rhodok
trp_rhodok_horseman_multiplayer|Cavalier rhodok
trp_rhodok_horseman_multiplayer_pl|Cavaliers rhodoks
trp_sarranid_archer_multiplayer|Archer sarranide
trp_sarranid_archer_multiplayer_pl|Archers sarranides
trp_sarranid_footman_multiplayer|Fantassin sarranide
trp_sarranid_footman_multiplayer_pl|Fantassins sarranides
trp_sarranid_mamluke_multiplayer|Mamelouk sarranide
trp_sarranid_mamluke_multiplayer_pl|Mamelouks sarranides
trp_nurse|Infirmière
trp_quick_battle_troop_1|Rodrigo de Braganca
trp_quick_battle_troop_1_pl|Rodrigo de Braganca
trp_quick_battle_troop_2|Usiatra
trp_quick_battle_troop_2_pl|Usiatra
trp_quick_battle_troop_3|Hegen
trp_quick_battle_troop_3_pl|Hegen
trp_quick_battle_troop_4|Konrad
trp_quick_battle_troop_4_pl|Konrad
trp_quick_battle_troop_5|Sverre
trp_quick_battle_troop_5_pl|Sverre
trp_quick_battle_troop_6|Borislav
trp_quick_battle_troop_6_pl|Borislav
