itm_no_item|OBJET INVALIDE
itm_horned_great_helmet_pl|Grand casque orné
itm_grn_mail_and_plate|Mailles et plaques
itm_grn_mail_and_plate_pl|Mailles et plaques
itm_red_mail_and_plate|Mailles et plaques
itm_red_mail_and_plate_pl|Mailles et plaques
itm_prp_mail_and_plate|Mailles et plaques
itm_prp_mail_and_plate_pl|Mailles et plaques
itm_ylw_mail_and_plate|Mailles et plaques
itm_ylw_mail_and_plate_pl|Mailles et plaques
itm_wht_mail_and_plate|Mailles et plaques
itm_wht_mail_and_plate_pl|Mailles et plaques
itm_blk_mail_and_plate|Mailles et plaques
itm_blk_mail_and_plate_pl|Mailles et plaques
itm_great_helmetred|Grand casque
itm_great_helmetred_pl|Grand casque
itm_horned_great_helmetred|Grand casque orné
itm_horned_great_helmetred_pl|Grand casque orné
itm_great_helmetblu|Grand casque
itm_great_helmetblu_pl|Grand casque
itm_horned_great_helmetblu|Grand casque orné
itm_horned_great_helmetblu_pl|Grand casque orné
itm_great_helmetgrn|Grand casque
itm_great_helmetgrn_pl|Grand casque
itm_horned_great_helmetgrn|Grand casque orné
itm_horned_great_helmetgrn_pl|Grand casque orné
itm_great_helmetylw|Grand casque
itm_great_helmetylw_pl|Grand casque
itm_horned_great_helmetylw|Grand casque orné
itm_horned_great_helmetylw_pl|Grand casque orné
itm_full_helmred|Casque épais
itm_full_helmred_pl|Casque épais
itm_full_helmblu|Casque épais
itm_full_helmblu_pl|Casque épais
itm_full_helmylw|Casque épais
itm_full_helmylw_pl|Casque épais
itm_full_helmgrn|Casque épais
itm_full_helmgrn_pl|Casque épais
itm_full_helmblk|Casque épais
itm_full_helmblk_pl|Casque épais
itm_full_helmgry|Casque épais
itm_full_helmgry_pl|Casque épais
itm_full_helmred2|Casque épais
itm_full_helmred2_pl|Casque épais
itm_full_helmblu2|Casque épais
itm_full_helmblu2_pl|Casque épais
itm_full_helmylw2|Casque épais
itm_full_helmylw2_pl|Casque épais
itm_full_helmgrn2|Casque épais
itm_full_helmgrn2_pl|Casque épais
itm_full_helmgry2|Casque épais
itm_full_helmgry2_pl|Casque épais
itm_kettle_hatred|Kettle Hat
itm_kettle_hatred_pl|Kettle Hat
itm_kettle_hatblu|Kettle Hat
itm_kettle_hatblu_pl|Kettle Hat
itm_kettle_hatgrn|Kettle Hat
itm_kettle_hatgrn_pl|Kettle Hat
itm_kettle_hatylw|Kettle Hat
itm_kettle_hatylw_pl|Kettle Hat
itm_helmet_with_neckguardred|Casque avec garde-cou
itm_helmet_with_neckguardred_pl|Casque avec garde-cou
itm_helmet_with_neckguardblu|Casque avec garde-cou
itm_helmet_with_neckguardblu_pl|Casque avec garde-cou
itm_helmet_with_neckguardgrn|Casque avec garde-cou
itm_helmet_with_neckguardgrn_pl|Casque avec garde-cou
itm_helmet_with_neckguardylw|Casque avec garde-cou
itm_helmet_with_neckguardylw_pl|Casque avec garde-cou
itm_guard_helmetred|Casque de Garde
itm_guard_helmetred_pl|Casque de Garde
itm_guard_helmetblu|Casque de Garde
itm_guard_helmetblu_pl|Casque de Garde
itm_guard_helmetgrn|Casque de Garde
itm_guard_helmetgrn_pl|Casque de Garde
itm_guard_helmetylw|Casque de Garde
itm_guard_helmetylw_pl|Casque de Garde
itm_tabard_mail_brn|Brown Tabard and Mail
itm_tabard_mail_brn_pl|Brown Tabard and Mail
itm_tabard_mail_blu|Blue Tabard and Mail
itm_tabard_mail_blu_pl|Blue Tabard and Mail
itm_tabard_mail_red|Red Tabard and Mail
itm_tabard_mail_red_pl|Red Tabard and Mail
itm_tabard_mail_grn|Green Tabard and Mail
itm_tabard_mail_grn_pl|Green Tabard and Mail
itm_tabard_mail_prp|Purple Tabard and Mail
itm_tabard_mail_prp_pl|Purple Tabard and Mail
itm_tabard_mail_blk|Black Tabard and Mail
itm_tabard_mail_blk_pl|Black Tabard and Mail
itm_aketon_grn|Green Padded Cloth
itm_aketon_grn_pl|Green Padded Cloth
itm_bascinet_red|Bascinet with Aventail
itm_bascinet_red_pl|Bascinet with Aventail
itm_bascinet_nose_red|Bascinet with Nose Guard
itm_bascinet_nose_red_pl|Bascinet with Nose Guard
itm_bascinet_blu|Bascinet with Aventail
itm_bascinet_blu_pl|Bascinet with Aventail
itm_bascinet_nose_blu|Bascinet with Nose Guard
itm_bascinet_nose_blu_pl|Bascinet with Nose Guard
itm_bascinet_ylw|Bascinet with Aventail
itm_bascinet_ylw_pl|Bascinet with Aventail
itm_bascinet_nose_ylw|Bascinet with Nose Guard
itm_bascinet_nose_ylw_pl|Bascinet with Nose Guard
itm_bascinet_grn|Bascinet with Aventail
itm_bascinet_grn_pl|Bascinet with Aventail
itm_bascinet_nose_grn|Bascinet with Nose Guard
itm_bascinet_nose_grn_pl|Bascinet with Nose Guard
itm_bascinet_blk|Bascinet with Aventail
itm_bascinet_blk_pl|Bascinet with Aventail
itm_bascinet_nose_blk|Bascinet with Nose Guard
itm_bascinet_nose_blk_pl|Bascinet with Nose Guard
itm_padded_coif_red|Coiffe rembourrée
itm_padded_coif_red_pl|Coiffe rembourrée
itm_padded_coif_grn|Coiffe rembourrée
itm_padded_coif_grn_pl|Coiffe rembourrée
itm_padded_coif_blu|Coiffe rembourrée
itm_padded_coif_blu_pl|Coiffe rembourrée
itm_padded_coif_ylw|Coiffe rembourrée
itm_padded_coif_ylw_pl|Coiffe rembourrée
itm_padded_coif_brn|Coiffe rembourrée
itm_padded_coif_brn_pl|Coiffe rembourrée
itm_padded_coif_wht|Coiffe rembourrée
itm_padded_coif_wht_pl|Coiffe rembourrée
itm_felt_hat_red|Feutre
itm_felt_hat_red_pl|Feutre
itm_felt_hat_b_red|Feutre
itm_felt_hat_b_red_pl|Feutre
itm_felt_hat_grn|Feutre
itm_felt_hat_grn_pl|Feutre
itm_felt_hat_b_grn|Feutre
itm_felt_hat_b_grn_pl|Feutre
itm_felt_hat_blu|Feutre
itm_felt_hat_blu_pl|Feutre
itm_felt_hat_b_blu|Feutre
itm_felt_hat_b_blu_pl|Feutre
itm_felt_hat_ylw|Feutre
itm_felt_hat_ylw_pl|Feutre
itm_felt_hat_b_ylw|Feutre
itm_felt_hat_b_ylw_pl|Feutre
itm_felt_hat_brn|Feutre
itm_felt_hat_brn_pl|Feutre
itm_felt_hat_b_brn|Feutre
itm_felt_hat_b_brn_pl|Feutre
itm_felt_hat_wht|Feutre
itm_felt_hat_wht_pl|Feutre
itm_felt_hat_b_wht|Feutre
itm_felt_hat_b_wht_pl|Feutre
itm_skullcap_red|Couvre-crâne
itm_skullcap_red_pl|Couvre-crâne
itm_skullcap_blu|Couvre-crâne
itm_skullcap_blu_pl|Couvre-crâne
itm_skullcap_grn|Couvre-crâne
itm_skullcap_grn_pl|Couvre-crâne
itm_skullcap_ylw|Couvre-crâne
itm_skullcap_ylw_pl|Couvre-crâne
itm_sword_medieval_a2|Épée
itm_sword_medieval_a2_pl|Épée
itm_sword_medieval_b2|Vieille Épée
itm_sword_medieval_b2_pl|Vieille Épée
itm_warhorseredwht|Destrier bardé
itm_warhorseredwht_pl|Destrier bardé
itm_warhorsebluwht|Destrier bardé
itm_warhorsebluwht_pl|Destrier bardé
itm_warhorsegrnwht|Destrier bardé
itm_warhorsegrnwht_pl|Destrier bardé
itm_warhorseylwblk|Destrier bardé
itm_warhorseylwblk_pl|Destrier bardé
itm_warhorseprpblk|Destrier bardé
itm_warhorseprpblk_pl|Destrier bardé
itm_warhorseblkwht|Destrier bardé
itm_warhorseblkwht_pl|Destrier bardé
itm_shirtb|Chemise
itm_shirtb_pl|Chemise
itm_shirtc|Chemise
itm_shirtc_pl|Chemise
itm_shirtd|Chemise
itm_shirtd_pl|Chemise
itm_shirte|Chemise
itm_shirte_pl|Chemise
itm_great_helmet_bluylw|Grand casque
itm_great_helmet_bluylw_pl|Grand casque
itm_great_helmet_grnwht|Grand casque
itm_great_helmet_grnwht_pl|Grand casque
itm_great_helmet_redylw|Grand casque
itm_great_helmet_redylw_pl|Grand casque
itm_great_helmet_ylwblu|Grand casque
itm_great_helmet_ylwblu_pl|Grand casque
itm_great_helmet_whtblk|Grand casque
itm_great_helmet_whtblk_pl|Grand casque
itm_great_helmet_blkwht|Grand casque
itm_great_helmet_blkwht_pl|Grand casque
itm_bascinet_redtop|Bascinet with Aventail
itm_bascinet_redtop_pl|Bascinet with Aventail
itm_bascinet_nose_redtop|Bascinet with Nose Guard
itm_bascinet_nose_redtop_pl|Bascinet with Nose Guard
itm_bascinet_blutop|Bascinet with Aventail
itm_bascinet_blutop_pl|Bascinet with Aventail
itm_bascinet_nose_blutop|Bascinet with Nose Guard
itm_bascinet_nose_blutop_pl|Bascinet with Nose Guard
itm_bascinet_grntop|Bascinet with Aventail
itm_bascinet_grntop_pl|Bascinet with Aventail
itm_bascinet_nose_grntop|Bascinet with Nose Guard
itm_bascinet_nose_grntop_pl|Bascinet with Nose Guard
itm_bascinet_ylwtop|Bascinet with Aventail
itm_bascinet_ylwtop_pl|Bascinet with Aventail
itm_bascinet_nose_ylwtop|Bascinet with Nose Guard
itm_bascinet_nose_ylwtop_pl|Bascinet with Nose Guard
itm_bascinet_whttop|Bascinet with Aventail
itm_bascinet_whttop_pl|Bascinet with Aventail
itm_bascinet_nose_whttop|Bascinet with Nose Guard
itm_bascinet_nose_whttop_pl|Bascinet with Nose Guard
itm_bascinet_blktop|Bascinet with Aventail
itm_bascinet_blktop_pl|Bascinet with Aventail
itm_bascinet_nose_blktop|Bascinet with Nose Guard
itm_bascinet_nose_blktop_pl|Bascinet with Nose Guard
itm_great_helmet_grnylw|Grand casque
itm_great_helmet_grnylw_pl|Grand casque
itm_great_helmet_grygrn|Grand casque
itm_great_helmet_grygrn_pl|Grand casque
itm_great_helmet_redwht|Grand casque
itm_great_helmet_redwht_pl|Grand casque
itm_great_helmet_redblk|Grand casque
itm_great_helmet_redblk_pl|Grand casque
itm_surcoat_over_mail_grnblk|Green and Black Surcoat over Mail
itm_surcoat_over_mail_grnblk_pl|Green and Black Surcoat over Mail
itm_surcoat_over_mail_redylw|Red adn Yellow Surcoat over Mail
itm_surcoat_over_mail_redylw_pl|Red adn Yellow Surcoat over Mail
itm_mail_with_surcoat_grnblk|Mail with Green and Black Surcoat
itm_mail_with_surcoat_grnblk_pl|Mail with Green and Black Surcoat
itm_mail_with_surcoat_redylw|Mail with Red and Yellow Surcoat
itm_mail_with_surcoat_redylw_pl|Mail with Red and Yellow Surcoat
itm_noble_armor_swad|Surcot de noble
itm_noble_armor_swad_pl|Surcot de noble
itm_noble_armor_rhod|Surcot de noble
itm_noble_armor_rhod_pl|Surcot de noble
itm_noble_armor_nord|Surcot de noble
itm_noble_armor_nord_pl|Surcot de noble
itm_tabard_bluwht|Tabard
itm_tabard_bluwht_pl|Tabard
itm_tabard_blublk|Tabard
itm_tabard_blublk_pl|Tabard
itm_tabard_bluylw|Tabard
itm_tabard_bluylw_pl|Tabard
itm_tabard_blkwht|Tabard
itm_tabard_blkwht_pl|Tabard
itm_tabard_blkylw|Tabard
itm_tabard_blkylw_pl|Tabard
itm_tabard_redwht|Tabard
itm_tabard_redwht_pl|Tabard
itm_tabard_redblk|Tabard
itm_tabard_redblk_pl|Tabard
itm_tabard_redylw|Tabard
itm_tabard_redylw_pl|Tabard
itm_tabard_grnwht|Tabard
itm_tabard_grnwht_pl|Tabard
itm_tabard_grnylw|Tabard
itm_tabard_grnylw_pl|Tabard
itm_tabard_grnblk|Tabard
itm_tabard_grnblk_pl|Tabard
itm_tabard_prpwht|Tabard
itm_tabard_prpwht_pl|Tabard
itm_tabard_prpblk|Tabard
itm_tabard_prpblk_pl|Tabard
itm_tabard_mail_bluylw|Tabard and Mail
itm_tabard_mail_bluylw_pl|Tabard and Mail
itm_tabard_mail_bluwht|Tabard and Mail
itm_tabard_mail_bluwht_pl|Tabard and Mail
itm_tabard_mail_blublk|Tabard and Mail
itm_tabard_mail_blublk_pl|Tabard and Mail
itm_tabard_mail_redylw|Tabard and Mail
itm_tabard_mail_redylw_pl|Tabard and Mail
itm_tabard_mail_redwht|Tabard and Mail
itm_tabard_mail_redwht_pl|Tabard and Mail
itm_tabard_mail_redblk|Tabard and Mail
itm_tabard_mail_redblk_pl|Tabard and Mail
itm_tabard_mail_grnylw|Tabard and Mail
itm_tabard_mail_grnylw_pl|Tabard and Mail
itm_tabard_mail_grnwht|Tabard and Mail
itm_tabard_mail_grnwht_pl|Tabard and Mail
itm_tabard_mail_grnblk|Tabard and Mail
itm_tabard_mail_grnblk_pl|Tabard and Mail
itm_tabard_mail_blkylw|Tabard and Mail
itm_tabard_mail_blkylw_pl|Tabard and Mail
itm_tabard_mail_blkwht|Tabard and Mail
itm_tabard_mail_blkwht_pl|Tabard and Mail
itm_leather_jerkin_red|Leather Jerkin
itm_leather_jerkin_red_pl|Leather Jerkin
itm_leather_jerkin_blu|Leather Jerkin
itm_leather_jerkin_blu_pl|Leather Jerkin
itm_leather_jerkin_grn|Leather Jerkin
itm_leather_jerkin_grn_pl|Leather Jerkin
itm_leather_jerkin_ylw|Leather Jerkin
itm_leather_jerkin_ylw_pl|Leather Jerkin
itm_leather_jerkin_wht|Leather Jerkin
itm_leather_jerkin_wht_pl|Leather Jerkin
itm_leather_jerkin_blk|Leather Jerkin
itm_leather_jerkin_blk_pl|Leather Jerkin
itm_studded_leather_coat_red|Cotte en cuir clouté
itm_studded_leather_coat_red_pl|Cotte en cuir clouté
itm_studded_leather_coat_blu|Cotte en cuir clouté
itm_studded_leather_coat_blu_pl|Cotte en cuir clouté
itm_studded_leather_coat_grn|Cotte en cuir clouté
itm_studded_leather_coat_grn_pl|Cotte en cuir clouté
itm_studded_leather_coat_ylw|Cotte en cuir clouté
itm_studded_leather_coat_ylw_pl|Cotte en cuir clouté
itm_studded_leather_coat_blk|Cotte en cuir clouté
itm_studded_leather_coat_blk_pl|Cotte en cuir clouté
itm_studded_leather_coat_wht|Cotte en cuir clouté
itm_studded_leather_coat_wht_pl|Cotte en cuir clouté
itm_leather_vest_red|Veste en cuir
itm_leather_vest_red_pl|Veste en cuir
itm_leather_vest_redblk|Veste en cuir
itm_leather_vest_redblk_pl|Veste en cuir
itm_leather_vest_redwht|Veste en cuir
itm_leather_vest_redwht_pl|Veste en cuir
itm_leather_vest_redylw|Veste en cuir
itm_leather_vest_redylw_pl|Veste en cuir
itm_leather_vest_grn|Veste en cuir
itm_leather_vest_grn_pl|Veste en cuir
itm_leather_vest_grnblk|Veste en cuir
itm_leather_vest_grnblk_pl|Veste en cuir
itm_leather_vest_grnylw|Veste en cuir
itm_leather_vest_grnylw_pl|Veste en cuir
itm_leather_vest_grnwht|Veste en cuir
itm_leather_vest_grnwht_pl|Veste en cuir
itm_leather_vest_blu|Veste en cuir
itm_leather_vest_blu_pl|Veste en cuir
itm_leather_vest_blublk|Veste en cuir
itm_leather_vest_blublk_pl|Veste en cuir
itm_leather_vest_bluylw|Veste en cuir
itm_leather_vest_bluylw_pl|Veste en cuir
itm_leather_vest_bluwht|Veste en cuir
itm_leather_vest_bluwht_pl|Veste en cuir
itm_leather_vest_blk|Veste en cuir
itm_leather_vest_blk_pl|Veste en cuir
itm_leather_vest_wht|Veste en cuir
itm_leather_vest_wht_pl|Veste en cuir
itm_leather_vest_whtblk|Veste en cuir
itm_leather_vest_whtblk_pl|Veste en cuir
itm_lamellar_vest_prp|Purple Lamellar Vest
itm_lamellar_vest_prp_pl|Purple Lamellar Vest
itm_lamellar_vest_tel|Teal Lamellar Vest
itm_lamellar_vest_tel_pl|Teal Lamellar Vest
itm_lamellar_vest_grn|Green Lamellar Vest
itm_lamellar_vest_grn_pl|Green Lamellar Vest
itm_lamellar_vest_blu|Blue Lamellar Vest
itm_lamellar_vest_blu_pl|Blue Lamellar Vest
itm_lamellar_vest_red|Red Lamellar Vest
itm_lamellar_vest_red_pl|Red Lamellar Vest
itm_lamellar_vest_blk|Black Lamellar Vest
itm_lamellar_vest_blk_pl|Black Lamellar Vest
itm_sarranid_elite_armor_brn|Sarranid Elite Armor
itm_sarranid_elite_armor_brn_pl|Sarranid Elite Armor
itm_sarranid_elite_armor_tel|Sarranid Elite Armor
itm_sarranid_elite_armor_tel_pl|Sarranid Elite Armor
itm_sarranid_elite_armor_org|Sarranid Elite Armor
itm_sarranid_elite_armor_org_pl|Sarranid Elite Armor
itm_sarranid_elite_armor_wht|Sarranid Elite Armor
itm_sarranid_elite_armor_wht_pl|Sarranid Elite Armor
itm_scale_armor_red|Scale Armor
itm_scale_armor_red_pl|Scale Armor
itm_scale_armor_blu|Scale Armor
itm_scale_armor_blu_pl|Scale Armor
itm_scale_armor_grn|Scale Armor
itm_scale_armor_grn_pl|Scale Armor
itm_scale_armor_ylw|Scale Armor
itm_scale_armor_ylw_pl|Scale Armor
itm_scale_armor_blk|Scale Armor
itm_scale_armor_blk_pl|Scale Armor
itm_scale_armor_wht|Scale Armor
itm_scale_armor_wht_pl|Scale Armor
itm_archers_vest_beg|Archer's Padded Vest
itm_archers_vest_beg_pl|Archer's Padded Vest
itm_archers_vest_org|Archer's Padded Vest
itm_archers_vest_org_pl|Archer's Padded Vest
itm_archers_vest_grn|Archer's Padded Vest
itm_archers_vest_grn_pl|Archer's Padded Vest
itm_archers_vest_wht|Archer's Padded Vest
itm_archers_vest_wht_pl|Archer's Padded Vest
itm_archers_vest_brn|Archer's Padded Vest
itm_archers_vest_brn_pl|Archer's Padded Vest
itm_sarranid_leather_armor_blu|Blue Sarranid Leather Armor
itm_sarranid_leather_armor_blu_pl|Blue Sarranid Leather Armor
itm_sarranid_leather_armor_red|Red Sarranid Leather Armor
itm_sarranid_leather_armor_red_pl|Red Sarranid Leather Armor
itm_sarranid_leather_armor_prp|Purple Sarranid Leather Armor
itm_sarranid_leather_armor_prp_pl|Purple Sarranid Leather Armor
itm_sarranid_leather_armor_wht|White Sarranid Leather Armor
itm_sarranid_leather_armor_wht_pl|White Sarranid Leather Armor
itm_sarranid_leather_armor_ylw|Yellow Sarranid Leather Armor
itm_sarranid_leather_armor_ylw_pl|Yellow Sarranid Leather Armor
itm_sarranid_leather_armor_grn|Green Sarranid Leather Armor
itm_sarranid_leather_armor_grn_pl|Green Sarranid Leather Armor
itm_woolen_hose_brn|Brown Hose
itm_woolen_hose_brn_pl|Brown Hose
itm_woolen_hose_grn|Green Hose
itm_woolen_hose_grn_pl|Green Hose
itm_woolen_hose_ylw|Yellow Hose
itm_woolen_hose_ylw_pl|Yellow Hose
itm_woolen_hose_wht|White Hose
itm_woolen_hose_wht_pl|White Hose
itm_woolen_hose_blk|Black Hose
itm_woolen_hose_blk_pl|Black Hose
itm_splinted_greaves_blu|Blue Splinted Greaves
itm_splinted_greaves_blu_pl|Blue Splinted Greaves
itm_splinted_greaves_grn|Green Splinted Greaves
itm_splinted_greaves_grn_pl|Green Splinted Greaves
itm_splinted_greaves_brn|Brown Splinted Greaves
itm_splinted_greaves_brn_pl|Brown Splinted Greaves
itm_splinted_greaves_blk|Brown Splinted Greaves
itm_splinted_greaves_blk_pl|Brown Splinted Greaves
itm_splinted_greaves_wht|White Splinted Greaves
itm_splinted_greaves_wht_pl|White Splinted Greaves
itm_mail_shoes|Mail Shoes
itm_mail_shoes_pl|Mail Shoes
itm_rhodok_shield|Yalen Kite Shield
itm_rhodok_shield_pl|Yalen Kite Shield
itm_rhodok_shield2|Velucan Kite Shield
itm_rhodok_shield2_pl|Velucan Kite Shield
itm_rhodok_shield3|Jelkalan Kite Shield
itm_rhodok_shield3_pl|Jelkalan Kite Shield
itm_nord_shield|Wercheg Kite Shield
itm_nord_shield_pl|Wercheg Kite Shield
itm_nord_shield2|Tihran Kite Shield
itm_nord_shield2_pl|Tihran Kite Shield
itm_nord_shield3|Sargoth Kite Shield
itm_nord_shield3_pl|Sargoth Kite Shield
itm_swad_shield|Praven Kite Shield
itm_swad_shield_pl|Praven Kite Shield
itm_swad_shield2|Sunoral Kite Shield
itm_swad_shield2_pl|Sunoral Kite Shield
itm_swad_shield3|Uxhal Kite Shield
itm_swad_shield3_pl|Uxhal Kite Shield
itm_swad_shield4|Dhirim Kite Shield
itm_swad_shield4_pl|Dhirim Kite Shield
itm_heraldic_swad|Red Swadian Shield
itm_heraldic_swad_pl|Red Swadian Shield
itm_heraldic_swad2|Red Lily Shield
itm_heraldic_swad2_pl|Red Lily Shield
itm_heraldic_swad3|Red Lion Shield
itm_heraldic_swad3_pl|Red Lion Shield
itm_heraldic_swad4|Red Shield
itm_heraldic_swad4_pl|Red Shield
itm_heraldic_swad5|Sarranid Shield
itm_heraldic_swad5_pl|Sarranid Shield
itm_heraldic_swad6|Red Nordic Shield
itm_heraldic_swad6_pl|Red Nordic Shield
itm_heraldic_swad7|Khergit Shield
itm_heraldic_swad7_pl|Khergit Shield
itm_heraldic_swad8|Turner Shield
itm_heraldic_swad8_pl|Turner Shield
itm_heraldic_swad9|Swadian Shield
itm_heraldic_swad9_pl|Swadian Shield
itm_heraldic_nord|Blue Lily Shield
itm_heraldic_nord_pl|Blue Lily Shield
itm_heraldic_nord2|Blue Vaegir Shield
itm_heraldic_nord2_pl|Blue Vaegir Shield
itm_heraldic_nord3|Blue Nordic Shield
itm_heraldic_nord3_pl|Blue Nordic Shield
itm_heraldic_nord4|Blue Lion Shield
itm_heraldic_nord4_pl|Blue Lion Shield
itm_heraldic_nord5|Blue Shield
itm_heraldic_nord5_pl|Blue Shield
itm_heraldic_nord6|Swann's Shield
itm_heraldic_nord6_pl|Swann's Shield
itm_heraldic_nord7|Nordic Shield
itm_heraldic_nord7_pl|Nordic Shield
itm_heraldic_rhod|Green Vaegir Shield
itm_heraldic_rhod_pl|Green Vaegir Shield
itm_heraldic_rhod2|Green Nordic Shield
itm_heraldic_rhod2_pl|Green Nordic Shield
itm_heraldic_rhod3|Green Lily Shield
itm_heraldic_rhod3_pl|Green Lily Shield
itm_heraldic_rhod4|Green Shield
itm_heraldic_rhod4_pl|Green Shield
itm_heraldic_rhod5|White Lily
itm_heraldic_rhod5_pl|White Lily
itm_heraldic_rhod6|Green Lion Shield
itm_heraldic_rhod6_pl|Green Lion Shield
itm_heraldic_rhod7|Boared Shield
itm_heraldic_rhod7_pl|Boared Shield
itm_heraldic_rhod8|Rhodok Shield
itm_heraldic_rhod8_pl|Rhodok Shield
itm_heraldic_blnk|Wooden Heater Shield
itm_heraldic_blnk_pl|Wooden Heater Shield
itm_wooden_shield_rhod|Rhodok Wooden Shield
itm_wooden_shield_rhod_pl|Rhodok Wooden Shield
itm_wooden_shield_swad|Swadian Wooden Shield
itm_wooden_shield_swad_pl|Swadian Wooden Shield
itm_wooden_shield_nord|Nordic Wooden Shield
itm_wooden_shield_nord_pl|Nordic Wooden Shield
itm_warhorseredylw|Destrier bardé
itm_warhorseredylw_pl|Destrier bardé
itm_warhorsebluylw|Destrier bardé
itm_warhorsebluylw_pl|Destrier bardé
itm_warhorsegrnylw|Destrier bardé
itm_warhorsegrnylw_pl|Destrier bardé
itm_warhorseredblk|Destrier bardé
itm_warhorseredblk_pl|Destrier bardé
itm_warhorseblublk|Destrier bardé
itm_warhorseblublk_pl|Destrier bardé
itm_warhorsegrnblk|Destrier bardé
itm_warhorsegrnblk_pl|Destrier bardé
itm_warhorsewhtred|Destrier bardé
itm_warhorsewhtred_pl|Destrier bardé
itm_warhorsebluwht|Destrier bardé
itm_warhorsebluwht_pl|Destrier bardé
itm_warhorsegrnwht|Destrier bardé
itm_warhorsegrnwht_pl|Destrier bardé
itm_sarranid_cavalry_robe_red|Cavalry Robe
itm_sarranid_cavalry_robe_red_pl|Cavalry Robe
itm_sarranid_cavalry_robe_blu|Cavalry Robe
itm_sarranid_cavalry_robe_blu_pl|Cavalry Robe
itm_sarranid_cavalry_robe_grn|Cavalry Robe
itm_sarranid_cavalry_robe_grn_pl|Cavalry Robe
itm_arabian_armor_b_grn|Sarranid Guard Armor
itm_arabian_armor_b_grn_pl|Sarranid Guard Armor
itm_arabian_armor_b_prp|Sarranid Guard Armor
itm_arabian_armor_b_prp_pl|Sarranid Guard Armor
itm_arabian_armor_b_red|Sarranid Guard Armor
itm_arabian_armor_b_red_pl|Sarranid Guard Armor
itm_sarranid_mail_shirt_grn|Sarranid Mail Shirt
itm_sarranid_mail_shirt_grn_pl|Sarranid Mail Shirt
itm_sarranid_mail_shirt_grnylw|Sarranid Mail Shirt
itm_sarranid_mail_shirt_grnylw_pl|Sarranid Mail Shirt
itm_sarranid_mail_shirt_grn_mmylw|Sarranid Mail Shirt
itm_sarranid_mail_shirt_grn_mmylw_pl|Sarranid Mail Shirt
itm_sarranid_mail_shirt_prpred|Sarranid Mail Shirt
itm_sarranid_mail_shirt_prpred_pl|Sarranid Mail Shirt
itm_sarranid_mail_shirt_tel|Sarranid Mail Shirt
itm_sarranid_mail_shirt_tel_pl|Sarranid Mail Shirt
itm_sarranid_mail_shirt_red|Sarranid Mail Shirt
itm_sarranid_mail_shirt_red_pl|Sarranid Mail Shirt
itm_sarranid_mail_shirt_prp|Sarranid Mail Shirt
itm_sarranid_mail_shirt_prp_pl|Sarranid Mail Shirt
itm_sarranid_mail_shirt_pnk|Sarranid Mail Shirt
itm_sarranid_mail_shirt_pnk_pl|Sarranid Mail Shirt
itm_sarranid_mail_shirt_blu|Sarranid Mail Shirt
itm_sarranid_mail_shirt_blu_pl|Sarranid Mail Shirt
itm_skirmisher_armor_red|Red Skirmisher Armor
itm_skirmisher_armor_red_pl|Red Skirmisher Armor
itm_skirmisher_armor_prp|Purple Skirmisher Armor
itm_skirmisher_armor_prp_pl|Purple Skirmisher Armor
itm_skirmisher_armor_grn|Green Skirmisher Armor
itm_skirmisher_armor_grn_pl|Green Skirmisher Armor
itm_skirmisher_armor_brn|Brown Skirmisher Armor
itm_skirmisher_armor_brn_pl|Brown Skirmisher Armor
itm_skirmisher_armor_blu|Blue Skirmisher Armor
itm_skirmisher_armor_blu_pl|Blue Skirmisher Armor
itm_sarranid_helmet_blu1|Sarranid Blue Keffiyeh Helmet
itm_sarranid_helmet_blu1_pl|Sarranid Blue Keffiyeh Helmet
itm_sarranid_horseman_helmet_blu|Blue Horseman Helmet
itm_sarranid_horseman_helmet_blu_pl|Blue Horseman Helmet
itm_sarranid_felt_hat_blu|Sarranid Blue Felt Hat
itm_sarranid_felt_hat_blu_pl|Sarranid Blue Felt Hat
itm_sarranid_mail_coif_blu|Sarranid Blue Mail Coif
itm_sarranid_mail_coif_blu_pl|Sarranid Blue Mail Coif
itm_turban_blu|Blue Turban
itm_turban_blu_pl|Blue Turban
itm_desert_turban_blu|Blue Desert Turban
itm_desert_turban_blu_pl|Blue Desert Turban
itm_sarranid_warrior_cap_blu|Sarranid Blue Warrior Cap
itm_sarranid_warrior_cap_blu_pl|Sarranid Blue Warrior Cap
itm_sarranid_helmet_red1|Sarranid Red Keffiyeh Helmet
itm_sarranid_helmet_red1_pl|Sarranid Red Keffiyeh Helmet
itm_sarranid_horseman_helmet_red|Red Horseman Helmet
itm_sarranid_horseman_helmet_red_pl|Red Horseman Helmet
itm_sarranid_felt_hat_red|Sarranid Red Felt Hat
itm_sarranid_felt_hat_red_pl|Sarranid Red Felt Hat
itm_sarranid_mail_coif_red|Sarranid Red Mail Coif
itm_sarranid_mail_coif_red_pl|Sarranid Red Mail Coif
itm_turban_red|Red Turban
itm_turban_red_pl|Red Turban
itm_desert_turban_red|Red Desert Turban
itm_desert_turban_red_pl|Red Desert Turban
itm_sarranid_warrior_cap_red|Sarranid Red Warrior Cap
itm_sarranid_warrior_cap_red_pl|Sarranid Red Warrior Cap
itm_sarranid_helmet_grn1|Sarranid Green Keffiyeh Helmet
itm_sarranid_helmet_grn1_pl|Sarranid Green Keffiyeh Helmet
